fd7f5318746191c505099243dccac0cc	fd7f5318746191c505099243dccac0cc	electric_bike	-121.82169433333334	37.35533816666667	0	0	1	2020-01-04T00:46:48Z
15f10a324cc105c628a1278aefd2e2fb	15f10a324cc105c628a1278aefd2e2fb	electric_bike	-121.82627016666666	37.363793	0	0	1	2020-01-04T00:46:48Z
e41bfaf9b4e36c71a9526151884715fb	e41bfaf9b4e36c71a9526151884715fb	electric_bike	-121.83426266666666	37.36108266666667	0	0	1	2020-01-04T00:46:48Z
770b7f4e9c1a6fb3ba276441c1754cff	770b7f4e9c1a6fb3ba276441c1754cff	electric_bike	-121.83452916666667	37.3600005	0	0	1	2020-01-04T00:46:48Z
246461aa337c66bfd92b0009274f9e96	246461aa337c66bfd92b0009274f9e96	electric_bike	-121.8410995	37.36197516666667	0	0	1	2020-01-04T00:46:48Z
cb5df34b6ada6caee12d6e3c43594250	cb5df34b6ada6caee12d6e3c43594250	electric_bike	-121.84298033333333	37.35607733333333	0	0	1	2020-01-04T00:46:48Z
a2522f4d380915bb80beb9c0171b4017	a2522f4d380915bb80beb9c0171b4017	electric_bike	-121.84600316666666	37.3611385	0	0	1	2020-01-04T00:46:48Z
ba3668e1787525458d081cdef8a85012	ba3668e1787525458d081cdef8a85012	electric_bike	-121.84461716666667	37.35818	0	0	1	2020-01-04T00:46:48Z
fe9388c32e29d6b9eaccf7c7293e8238	fe9388c32e29d6b9eaccf7c7293e8238	electric_bike	-121.8439535	37.35133716666667	0	0	1	2020-01-04T00:46:48Z
2bed404d41cb48f59874f80b21b889b3	2bed404d41cb48f59874f80b21b889b3	electric_bike	-121.84655933333333	37.34693716666666	0	0	1	2020-01-04T00:46:48Z
513631289e1326a2e7175fa0908cf75b	513631289e1326a2e7175fa0908cf75b	electric_bike	-121.85719366666666	37.365766666666666	0	0	1	2020-01-04T00:46:48Z
952c424932c680fdbf6bf5abeeb9b653	952c424932c680fdbf6bf5abeeb9b653	electric_bike	-121.8622805	37.369984833333334	0	0	1	2020-01-04T00:46:48Z
5748e98959504cee3be56b9cf2c8f643	5748e98959504cee3be56b9cf2c8f643	electric_bike	-121.85549766666666	37.352521333333335	0	0	1	2020-01-04T00:46:48Z
707f1db9e41c4088458808e46d687607	707f1db9e41c4088458808e46d687607	electric_bike	-121.8451515	37.32964616666667	0	0	1	2020-01-04T00:46:48Z
f36667f999ae107761c86ea30118bda5	f36667f999ae107761c86ea30118bda5	electric_bike	-121.84514133333333	37.32961066666667	0	0	1	2020-01-04T00:46:48Z
03009244c564cedead5e3bcf9742c2bb	03009244c564cedead5e3bcf9742c2bb	electric_bike	-121.86392	37.36759416666666	0	0	1	2020-01-04T00:46:48Z
4ef7169a07e374738c35cf4ef77edd60	4ef7169a07e374738c35cf4ef77edd60	electric_bike	-121.863977	37.36743716666667	0	0	1	2020-01-04T00:46:48Z
1e6c4579142f40eeb2b4dcb852f4391e	1e6c4579142f40eeb2b4dcb852f4391e	electric_bike	-121.85187966666666	37.3344655	0	0	1	2020-01-04T00:46:48Z
